======================================================================
# Constraint Transport Solver: Initialize Orszag-Tang vortex condition
t = 0.010 | divB = 0.005 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.218 | divB = 1.474 | E = 0.349 | P = 0.006 | rho = 0.221
t = 0.223 | divB = 1.471 | E = 0.349 | P = 0.007 | rho = 0.221
t = 0.232 | divB = 1.530 | E = 0.349 | P = 0.003 | rho = 0.221
t = 0.239 | divB = 1.576 | E = 0.349 | P = 0.009 | rho = 0.221
t = 0.245 | divB = 1.588 | E = 0.349 | P = 0.003 | rho = 0.221
t = 0.254 | divB = 1.641 | E = 0.349 | P = 0.004 | rho = 0.221
t = 0.263 | divB = 1.692 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.275 | divB = 1.783 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.291 | divB = 1.900 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.306 | divB = 1.986 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.320 | divB = 2.072 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.338 | divB = 2.162 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.357 | divB = 2.222 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.370 | divB = 2.263 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.380 | divB = 2.279 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.396 | divB = 2.369 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.414 | divB = 2.451 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.430 | divB = 2.505 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.440 | divB = 2.535 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.448 | divB = 2.557 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.465 | divB = 2.625 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.483 | divB = 2.677 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.476 | divB = 499.927 | E = 0.349 | P = 0.162 | rho = 0.221
t = 0.478 | divB = 531.745 | E = 0.349 | P = 0.156 | rho = 0.221
t = 0.479 | divB = 564.132 | E = 0.349 | P = 0.160 | rho = 0.221
t = 0.480 | divB = 595.916 | E = 0.349 | P = 0.155 | rho = 0.221
t = 0.481 | divB = 629.500 | E = 0.349 | P = 0.184 | rho = 0.221
t = 0.482 | divB = 671.647 | E = 0.349 | P = 0.233 | rho = 0.221
t = 0.483 | divB = 714.888 | E = 0.349 | P = 0.272 | rho = 0.221
t = 0.483 | divB = 768.342 | E = 0.349 | P = 0.329 | rho = 0.221
t = 0.484 | divB = 825.418 | E = 0.349 | P = 0.392 | rho = 0.221
t = 0.485 | divB = 883.437 | E = 0.349 | P = 0.425 | rho = 0.221
t = 0.486 | divB = 950.205 | E = 0.349 | P = 0.494 | rho = 0.221
t = 0.486 | divB = 1015.897 | E = 0.349 | P = 0.533 | rho = 0.221
t = 0.487 | divB = 1097.337 | E = 0.349 | P = 0.650 | rho = 0.221
t = 0.487 | divB = 1177.451 | E = 0.349 | P = 0.721 | rho = 0.221
t = 0.488 | divB = 1255.278 | E = 0.349 | P = 1.063 | rho = 0.221
t = 0.488 | divB = 1333.607 | E = 0.349 | P = 1.086 | rho = 0.221
t = 0.489 | divB = 1425.233 | E = 0.349 | P = 1.195 | rho = 0.221
t = 0.489 | divB = 1521.374 | E = 0.349 | P = 1.472 | rho = 0.221
t = 0.490 | divB = 1617.162 | E = 0.349 | P = 1.676 | rho = 0.221
t = 0.490 | divB = 1716.758 | E = 0.349 | P = 1.687 | rho = 0.221
t = 0.491 | divB = 1810.283 | E = 0.349 | P = 1.853 | rho = 0.221
t = 0.491 | divB = 1909.556 | E = 0.349 | P = 2.174 | rho = 0.221
t = 0.491 | divB = 2006.526 | E = 0.349 | P = 2.443 | rho = 0.221
t = 0.492 | divB = 2129.980 | E = 0.349 | P = 2.767 | rho = 0.221
t = 0.492 | divB = 2252.789 | E = 0.349 | P = 2.841 | rho = 0.221
t = 0.492 | divB = 2393.155 | E = 0.349 | P = 3.521 | rho = 0.221
t = 0.493 | divB = 2549.242 | E = 0.349 | P = 3.912 | rho = 0.221
t = 0.493 | divB = 2705.321 | E = 0.349 | P = 4.228 | rho = 0.221
t = 0.493 | divB = 2869.210 | E = 0.349 | P = 4.510 | rho = 0.221
t = 0.494 | divB = 3034.270 | E = 0.349 | P = 4.866 | rho = 0.221
t = 0.494 | divB = 3211.978 | E = 0.349 | P = 5.147 | rho = 0.221
t = 0.494 | divB = 3388.591 | E = 0.349 | P = 5.050 | rho = 0.221
t = 0.494 | divB = 3599.603 | E = 0.349 | P = 6.323 | rho = 0.221
t = 0.494 | divB = 3850.111 | E = 0.349 | P = 7.051 | rho = 0.221
t = 0.495 | divB = 4149.159 | E = 0.349 | P = 9.077 | rho = 0.221
t = 0.495 | divB = 4519.499 | E = 0.349 | P = 12.092 | rho = 0.221
t = 0.495 | divB = 4913.391 | E = 0.349 | P = 16.590 | rho = 0.221
t = 0.495 | divB = 5288.148 | E = 0.349 | P = 332.204 | rho = 0.221
t = 0.495 | divB = 5662.826 | E = 0.349 | P = 230.729 | rho = 0.221
t = 0.495 | divB = 6014.012 | E = 0.349 | P = 1363.589 | rho = 0.221
t = 0.495 | divB = 6423.055 | E = 0.349 | P = 591.806 | rho = 0.221
t = 0.495 | divB = 6573.005 | E = 0.349 | P = 12012.878 | rho = 0.221
t = 0.495 | divB = 7055.100 | E = 0.349 | P = 15740.772 | rho = 0.221
t = 0.495 | divB = 8119.024 | E = 0.349 | P = 46246.690 | rho = 0.221
t = 0.495 | divB = 8441.581 | E = 0.349 | P = 41600.999 | rho = 0.221
t = 0.495 | divB = 50365.292 | E = 0.349 | P = 12135702.877 | rho = 0.221
t = 0.495 | divB = 51129.295 | E = 0.349 | P = 10375004.620 | rho = 0.221
t = 0.495 | divB = 51604.223 | E = 0.349 | P = 9299466.202 | rho = 0.221
t = 0.495 | divB = 87472.405 | E = 0.349 | P = 26759167.620 | rho = 0.221
t = 0.495 | divB = 83977.446 | E = 0.349 | P = 24628866.625 | rho = 0.221
t = 0.495 | divB = 134035.209 | E = 0.349 | P = 49251188.308 | rho = 0.221
t = 0.495 | divB = 4682741.987 | E = 0.349 | P = 106238378192.496 | rho = 0.221
t = 0.495 | divB = 15613094.841 | E = 0.349 | P = 2403480467890.848 | rho = 0.221
t = 0.495 | divB = 37813186.129 | E = 0.349 | P = 6902964173192.764 | rho = 0.221
t = 0.495 | divB = 152300005.115 | E = 0.351 | P = 203009238945305.000 | rho = 0.221
t = 0.495 | divB = 33469768985.644 | E = -104.858 | P = 18818289065364111360.000 | rho = 0.221
t = 0.495 | divB = 89466063982942.547 | E = -714682558.054 | P = 30134088401804670527340544.000 | rho = 0.221
t = 0.495 | divB = 108348168794162880.000 | E = -922337203685477.625 | P = 65464066710275845020974919450624.000 | rho = 0.221
t = 0.495 | divB = 882293364289642112.000 | E = 88544371553805840.000 | P = 8230631629451870208224532837171200.000 | rho = 0.221
t = 0.495 | divB = 559532929944558501888.000 | E = 100582628191937142718464.000 | P = 3925447492995606381691692073717113815040.000 | rho = 0.221
t = 0.495 | divB = 18920277854776641716224.000 | E = 46546545477130300164145152.000 | P = 2008121214923239232849732988056740265197568.000 | rho = 0.221
======================================================================
# Constraint Transport Solver: Initialize Orszag-Tang vortex condition
t = 0.010 | divB = 0.005 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.020 | divB = 0.011 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.030 | divB = 0.016 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.040 | divB = 0.023 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.050 | divB = 0.034 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.060 | divB = 0.048 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.070 | divB = 0.066 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.080 | divB = 0.087 | E = 0.349 | P = 0.136 | rho = 0.221
t = 0.090 | divB = 0.107 | E = 0.349 | P = 0.137 | rho = 0.221
t = 0.100 | divB = 0.125 | E = 0.349 | P = 0.138 | rho = 0.221
======================================================================
# Ensemble Kalman Filter Application for Constraint Transport Solver
t = 0.017 | divB = 0.067 | E = 0.349 | P = 0.131 | rho = 0.221
t = 0.033 | divB = 0.083 | E = 0.349 | P = 0.128 | rho = 0.221
t = 0.047 | divB = 0.108 | E = 0.349 | P = 0.127 | rho = 0.221
t = 0.061 | divB = 0.143 | E = 0.349 | P = 0.127 | rho = 0.221
t = 0.074 | divB = 0.192 | E = 0.349 | P = 0.126 | rho = 0.221
t = 0.087 | divB = 0.278 | E = 0.349 | P = 0.128 | rho = 0.221
t = 0.099 | divB = 0.393 | E = 0.349 | P = 0.130 | rho = 0.221
======================================================================
# Constraint Transport Solver: Initialize Orszag-Tang vortex condition
t = 0.010 | divB = 0.005 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.020 | divB = 0.011 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.030 | divB = 0.016 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.040 | divB = 0.023 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.050 | divB = 0.034 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.060 | divB = 0.048 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.070 | divB = 0.066 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.080 | divB = 0.087 | E = 0.349 | P = 0.136 | rho = 0.221
t = 0.090 | divB = 0.107 | E = 0.349 | P = 0.137 | rho = 0.221
t = 0.100 | divB = 0.125 | E = 0.349 | P = 0.138 | rho = 0.221
t = 0.110 | divB = 0.139 | E = 0.349 | P = 0.140 | rho = 0.221
t = 0.120 | divB = 0.150 | E = 0.349 | P = 0.142 | rho = 0.221
t = 0.130 | divB = 0.162 | E = 0.349 | P = 0.144 | rho = 0.221
t = 0.140 | divB = 0.177 | E = 0.349 | P = 0.146 | rho = 0.221
t = 0.150 | divB = 0.195 | E = 0.349 | P = 0.148 | rho = 0.221
t = 0.160 | divB = 0.217 | E = 0.349 | P = 0.150 | rho = 0.221
t = 0.170 | divB = 0.238 | E = 0.349 | P = 0.152 | rho = 0.221
t = 0.180 | divB = 0.258 | E = 0.349 | P = 0.154 | rho = 0.221
t = 0.190 | divB = 0.273 | E = 0.349 | P = 0.155 | rho = 0.221
t = 0.200 | divB = 0.285 | E = 0.349 | P = 0.157 | rho = 0.221
t = 0.210 | divB = 0.289 | E = 0.349 | P = 0.158 | rho = 0.221
t = 0.220 | divB = 0.285 | E = 0.349 | P = 0.160 | rho = 0.221
t = 0.230 | divB = 0.277 | E = 0.349 | P = 0.161 | rho = 0.221
t = 0.240 | divB = 0.268 | E = 0.349 | P = 0.162 | rho = 0.221
t = 0.250 | divB = 0.260 | E = 0.349 | P = 0.162 | rho = 0.221
t = 0.260 | divB = 0.254 | E = 0.349 | P = 0.163 | rho = 0.221
t = 0.270 | divB = 0.250 | E = 0.349 | P = 0.163 | rho = 0.221
t = 0.280 | divB = 0.248 | E = 0.349 | P = 0.164 | rho = 0.221
t = 0.290 | divB = 0.248 | E = 0.349 | P = 0.164 | rho = 0.221
t = 0.300 | divB = 0.249 | E = 0.349 | P = 0.165 | rho = 0.221
t = 0.310 | divB = 0.249 | E = 0.349 | P = 0.165 | rho = 0.221
t = 0.320 | divB = 0.247 | E = 0.349 | P = 0.166 | rho = 0.221
t = 0.330 | divB = 0.245 | E = 0.349 | P = 0.166 | rho = 0.221
t = 0.340 | divB = 0.250 | E = 0.349 | P = 0.167 | rho = 0.221
t = 0.350 | divB = 0.256 | E = 0.349 | P = 0.167 | rho = 0.221
t = 0.360 | divB = 0.263 | E = 0.349 | P = 0.168 | rho = 0.221
t = 0.370 | divB = 0.271 | E = 0.349 | P = 0.168 | rho = 0.221
t = 0.380 | divB = 0.281 | E = 0.349 | P = 0.169 | rho = 0.221
t = 0.390 | divB = 0.291 | E = 0.349 | P = 0.169 | rho = 0.221
t = 0.400 | divB = 0.296 | E = 0.349 | P = 0.170 | rho = 0.221
t = 0.410 | divB = 0.294 | E = 0.349 | P = 0.171 | rho = 0.221
t = 0.420 | divB = 0.287 | E = 0.349 | P = 0.171 | rho = 0.221
t = 0.430 | divB = 0.281 | E = 0.349 | P = 0.172 | rho = 0.221
t = 0.440 | divB = 0.273 | E = 0.349 | P = 0.173 | rho = 0.221
t = 0.450 | divB = 0.262 | E = 0.349 | P = 0.174 | rho = 0.221
t = 0.460 | divB = 0.254 | E = 0.349 | P = 0.174 | rho = 0.221
t = 0.470 | divB = 0.249 | E = 0.349 | P = 0.175 | rho = 0.221
t = 0.480 | divB = 0.241 | E = 0.349 | P = 0.175 | rho = 0.221
t = 0.490 | divB = 0.235 | E = 0.349 | P = 0.176 | rho = 0.221
t = 0.500 | divB = 0.233 | E = 0.349 | P = 0.177 | rho = 0.221
======================================================================
# Ensemble Kalman Filter Application for Constraint Transport Solver
t = 0.017 | divB = 1.521 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.034 | divB = 2.753 | E = 0.349 | P = 0.132 | rho = 0.221
t = 0.051 | divB = 3.988 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.068 | divB = 5.177 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.084 | divB = 6.564 | E = 0.349 | P = 0.138 | rho = 0.221
t = 0.100 | divB = 8.007 | E = 0.349 | P = 0.142 | rho = 0.221
t = 0.116 | divB = 9.652 | E = 0.349 | P = 0.146 | rho = 0.221
t = 0.132 | divB = 11.193 | E = 0.349 | P = 0.151 | rho = 0.221
t = 0.147 | divB = 12.794 | E = 0.349 | P = 0.153 | rho = 0.221
t = 0.161 | divB = 14.576 | E = 0.349 | P = 0.154 | rho = 0.221
t = 0.176 | divB = 16.346 | E = 0.349 | P = 0.155 | rho = 0.221
t = 0.190 | divB = 18.286 | E = 0.349 | P = 0.153 | rho = 0.221
t = 0.205 | divB = 20.178 | E = 0.349 | P = 0.153 | rho = 0.221
t = 0.219 | divB = 22.173 | E = 0.349 | P = 0.152 | rho = 0.221
t = 0.233 | divB = 24.175 | E = 0.349 | P = 0.151 | rho = 0.221
t = 0.246 | divB = 26.057 | E = 0.349 | P = 0.150 | rho = 0.221
t = 0.258 | divB = 27.857 | E = 0.349 | P = 0.148 | rho = 0.221
t = 0.271 | divB = 29.751 | E = 0.349 | P = 0.146 | rho = 0.221
t = 0.282 | divB = 31.605 | E = 0.349 | P = 0.144 | rho = 0.221
t = 0.295 | divB = 33.691 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.308 | divB = 35.800 | E = 0.349 | P = 0.128 | rho = 0.221
t = 0.319 | divB = 37.712 | E = 0.349 | P = 0.125 | rho = 0.221
t = 0.330 | divB = 39.725 | E = 0.349 | P = 0.122 | rho = 0.221
t = 0.341 | divB = 41.720 | E = 0.349 | P = 0.121 | rho = 0.221
t = 0.351 | divB = 43.842 | E = 0.349 | P = 0.119 | rho = 0.221
t = 0.362 | divB = 46.082 | E = 0.349 | P = 0.118 | rho = 0.221
t = 0.371 | divB = 48.212 | E = 0.349 | P = 0.118 | rho = 0.221
t = 0.380 | divB = 50.321 | E = 0.349 | P = 0.118 | rho = 0.221
t = 0.389 | divB = 52.595 | E = 0.349 | P = 0.120 | rho = 0.221
t = 0.397 | divB = 54.683 | E = 0.349 | P = 0.120 | rho = 0.221
t = 0.406 | divB = 56.873 | E = 0.349 | P = 0.116 | rho = 0.221
t = 0.414 | divB = 59.016 | E = 0.349 | P = 0.114 | rho = 0.221
t = 0.423 | divB = 61.034 | E = 0.349 | P = 0.110 | rho = 0.221
t = 0.432 | divB = 63.133 | E = 0.349 | P = 0.104 | rho = 0.221
t = 0.440 | divB = 65.359 | E = 0.349 | P = 0.090 | rho = 0.221
t = 0.450 | divB = 67.790 | E = 0.349 | P = 0.075 | rho = 0.221
t = 0.459 | divB = 70.209 | E = 0.349 | P = 0.058 | rho = 0.221
t = 0.468 | divB = 72.788 | E = 0.349 | P = 0.046 | rho = 0.221
t = 0.477 | divB = 75.522 | E = 0.349 | P = 0.039 | rho = 0.221
t = 0.485 | divB = 78.243 | E = 0.349 | P = 0.034 | rho = 0.221
t = 0.494 | divB = 81.066 | E = 0.349 | P = 0.029 | rho = 0.221
======================================================================
# Constraint Transport Solver: Initialize Orszag-Tang vortex condition
t = 0.010 | divB = 0.005 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.020 | divB = 0.011 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.030 | divB = 0.016 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.040 | divB = 0.023 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.050 | divB = 0.034 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.060 | divB = 0.048 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.070 | divB = 0.066 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.080 | divB = 0.087 | E = 0.349 | P = 0.136 | rho = 0.221
t = 0.090 | divB = 0.107 | E = 0.349 | P = 0.137 | rho = 0.221
t = 0.100 | divB = 0.125 | E = 0.349 | P = 0.138 | rho = 0.221
t = 0.110 | divB = 0.139 | E = 0.349 | P = 0.140 | rho = 0.221
t = 0.120 | divB = 0.150 | E = 0.349 | P = 0.142 | rho = 0.221
t = 0.130 | divB = 0.162 | E = 0.349 | P = 0.144 | rho = 0.221
t = 0.140 | divB = 0.177 | E = 0.349 | P = 0.146 | rho = 0.221
t = 0.150 | divB = 0.195 | E = 0.349 | P = 0.148 | rho = 0.221
t = 0.160 | divB = 0.217 | E = 0.349 | P = 0.150 | rho = 0.221
t = 0.170 | divB = 0.238 | E = 0.349 | P = 0.152 | rho = 0.221
t = 0.180 | divB = 0.258 | E = 0.349 | P = 0.154 | rho = 0.221
t = 0.190 | divB = 0.273 | E = 0.349 | P = 0.155 | rho = 0.221
t = 0.200 | divB = 0.285 | E = 0.349 | P = 0.157 | rho = 0.221
t = 0.210 | divB = 0.289 | E = 0.349 | P = 0.158 | rho = 0.221
t = 0.220 | divB = 0.285 | E = 0.349 | P = 0.160 | rho = 0.221
t = 0.230 | divB = 0.277 | E = 0.349 | P = 0.161 | rho = 0.221
t = 0.240 | divB = 0.268 | E = 0.349 | P = 0.162 | rho = 0.221
t = 0.250 | divB = 0.260 | E = 0.349 | P = 0.162 | rho = 0.221
t = 0.260 | divB = 0.254 | E = 0.349 | P = 0.163 | rho = 0.221
t = 0.270 | divB = 0.250 | E = 0.349 | P = 0.163 | rho = 0.221
t = 0.280 | divB = 0.248 | E = 0.349 | P = 0.164 | rho = 0.221
t = 0.290 | divB = 0.248 | E = 0.349 | P = 0.164 | rho = 0.221
t = 0.300 | divB = 0.249 | E = 0.349 | P = 0.165 | rho = 0.221
t = 0.310 | divB = 0.249 | E = 0.349 | P = 0.165 | rho = 0.221
t = 0.320 | divB = 0.247 | E = 0.349 | P = 0.166 | rho = 0.221
t = 0.330 | divB = 0.245 | E = 0.349 | P = 0.166 | rho = 0.221
t = 0.340 | divB = 0.250 | E = 0.349 | P = 0.167 | rho = 0.221
t = 0.350 | divB = 0.256 | E = 0.349 | P = 0.167 | rho = 0.221
t = 0.360 | divB = 0.263 | E = 0.349 | P = 0.168 | rho = 0.221
t = 0.370 | divB = 0.271 | E = 0.349 | P = 0.168 | rho = 0.221
t = 0.380 | divB = 0.281 | E = 0.349 | P = 0.169 | rho = 0.221
t = 0.390 | divB = 0.291 | E = 0.349 | P = 0.169 | rho = 0.221
t = 0.400 | divB = 0.296 | E = 0.349 | P = 0.170 | rho = 0.221
t = 0.410 | divB = 0.294 | E = 0.349 | P = 0.171 | rho = 0.221
t = 0.420 | divB = 0.287 | E = 0.349 | P = 0.171 | rho = 0.221
t = 0.430 | divB = 0.281 | E = 0.349 | P = 0.172 | rho = 0.221
t = 0.440 | divB = 0.273 | E = 0.349 | P = 0.173 | rho = 0.221
t = 0.450 | divB = 0.262 | E = 0.349 | P = 0.174 | rho = 0.221
t = 0.460 | divB = 0.254 | E = 0.349 | P = 0.174 | rho = 0.221
t = 0.470 | divB = 0.249 | E = 0.349 | P = 0.175 | rho = 0.221
t = 0.480 | divB = 0.241 | E = 0.349 | P = 0.175 | rho = 0.221
t = 0.490 | divB = 0.235 | E = 0.349 | P = 0.176 | rho = 0.221
t = 0.500 | divB = 0.233 | E = 0.349 | P = 0.177 | rho = 0.221
======================================================================
# Ensemble Kalman Filter Application for Constraint Transport Solver
t = 0.015 | divB = 0.409 | E = 0.349 | P = 0.123 | rho = 0.221
t = 0.030 | divB = 0.506 | E = 0.349 | P = 0.109 | rho = 0.221
t = 0.044 | divB = 0.572 | E = 0.349 | P = 0.089 | rho = 0.221
t = 0.059 | divB = 0.646 | E = 0.349 | P = 0.071 | rho = 0.221
t = 0.074 | divB = 0.872 | E = 0.349 | P = 0.058 | rho = 0.221
t = 0.089 | divB = 1.138 | E = 0.349 | P = 0.053 | rho = 0.221
t = 0.101 | divB = 1.292 | E = 0.349 | P = 0.038 | rho = 0.221
t = 0.110 | divB = 1.339 | E = 0.349 | P = 0.022 | rho = 0.221
t = 0.118 | divB = 1.291 | E = 0.349 | P = 0.018 | rho = 0.221
t = 0.126 | divB = 1.314 | E = 0.349 | P = 0.016 | rho = 0.221
t = 0.133 | divB = 1.309 | E = 0.349 | P = 0.012 | rho = 0.221
t = 0.142 | divB = 1.320 | E = 0.349 | P = 0.011 | rho = 0.221
t = 0.150 | divB = 1.302 | E = 0.349 | P = 0.010 | rho = 0.221
t = 0.160 | divB = 1.340 | E = 0.349 | P = 0.008 | rho = 0.221
t = 0.169 | divB = 1.393 | E = 0.349 | P = 0.007 | rho = 0.221
t = 0.178 | divB = 1.448 | E = 0.349 | P = 0.009 | rho = 0.221
t = 0.182 | divB = 1.460 | E = 0.349 | P = 0.007 | rho = 0.221
t = 0.193 | divB = 1.535 | E = 0.349 | P = 0.005 | rho = 0.221
t = 0.203 | divB = 1.566 | E = 0.349 | P = 0.009 | rho = 0.221
t = 0.208 | divB = 1.558 | E = 0.349 | P = 0.003 | rho = 0.221
t = 0.220 | divB = 1.641 | E = 0.349 | P = 0.004 | rho = 0.221
t = 0.226 | divB = 1.680 | E = 0.349 | P = 0.008 | rho = 0.221
t = 0.234 | divB = 1.752 | E = 0.349 | P = 0.003 | rho = 0.221
t = 0.247 | divB = 1.844 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.259 | divB = 1.964 | E = 0.349 | P = 0.003 | rho = 0.221
t = 0.266 | divB = 2.014 | E = 0.349 | P = 0.003 | rho = 0.221
t = 0.277 | divB = 2.094 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.291 | divB = 2.199 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.306 | divB = 2.332 | E = 0.349 | P = 0.002 | rho = 0.221
t = 0.318 | divB = 2.417 | E = 0.349 | P = 0.003 | rho = 0.221
t = 0.329 | divB = 2.470 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.345 | divB = 2.534 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.360 | divB = 2.623 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.378 | divB = 2.789 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.395 | divB = 2.969 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.411 | divB = 3.073 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.422 | divB = 3.192 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.438 | divB = 3.330 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.454 | divB = 3.440 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.468 | divB = 3.519 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.485 | divB = 3.627 | E = 0.349 | P = 0.001 | rho = 0.221
t = 0.500 | divB = 3.736 | E = 0.349 | P = 0.001 | rho = 0.221
======================================================================
# Constraint Transport Solver: Initialize Orszag-Tang vortex condition
t = 0.010 | divB = 0.005 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.020 | divB = 0.011 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.030 | divB = 0.016 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.040 | divB = 0.023 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.050 | divB = 0.034 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.060 | divB = 0.048 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.070 | divB = 0.066 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.080 | divB = 0.087 | E = 0.349 | P = 0.136 | rho = 0.221
t = 0.090 | divB = 0.107 | E = 0.349 | P = 0.137 | rho = 0.221
t = 0.100 | divB = 0.125 | E = 0.349 | P = 0.138 | rho = 0.221
======================================================================
# Ensemble Kalman Filter Application for Constraint Transport Solver
t = 0.019 | divB = 0.010 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.038 | divB = 0.029 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.055 | divB = 0.065 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.072 | divB = 0.125 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.088 | divB = 0.188 | E = 0.349 | P = 0.136 | rho = 0.221
======================================================================
# Constraint Transport Solver: Initialize Orszag-Tang vortex condition
t = 0.010 | divB = 0.005 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.020 | divB = 0.011 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.030 | divB = 0.016 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.040 | divB = 0.023 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.050 | divB = 0.034 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.060 | divB = 0.048 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.070 | divB = 0.066 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.080 | divB = 0.087 | E = 0.349 | P = 0.136 | rho = 0.221
t = 0.090 | divB = 0.107 | E = 0.349 | P = 0.137 | rho = 0.221
t = 0.100 | divB = 0.125 | E = 0.349 | P = 0.138 | rho = 0.221
======================================================================
# Ensemble Kalman Filter Application for Constraint Transport Solver
t = 0.019 | divB = 0.014 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.037 | divB = 0.034 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.055 | divB = 0.069 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.072 | divB = 0.129 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.088 | divB = 0.185 | E = 0.349 | P = 0.137 | rho = 0.221
======================================================================
# Constraint Transport Solver: Initialize Orszag-Tang vortex condition
t = 0.010 | divB = 0.005 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.020 | divB = 0.011 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.030 | divB = 0.016 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.040 | divB = 0.023 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.050 | divB = 0.034 | E = 0.349 | P = 0.133 | rho = 0.221
t = 0.060 | divB = 0.048 | E = 0.349 | P = 0.134 | rho = 0.221
t = 0.070 | divB = 0.066 | E = 0.349 | P = 0.135 | rho = 0.221
t = 0.080 | divB = 0.087 | E = 0.349 | P = 0.136 | rho = 0.221
t = 0.090 | divB = 0.107 | E = 0.349 | P = 0.137 | rho = 0.221
t = 0.100 | divB = 0.125 | E = 0.349 | P = 0.138 | rho = 0.221
t = 0.110 | divB = 0.139 | E = 0.349 | P = 0.140 | rho = 0.221
t = 0.120 | divB = 0.150 | E = 0.349 | P = 0.142 | rho = 0.221
